event_id,user_id,timestamp,ip_address,country,city,device_id,login_result,is_anomaly,anomaly_type,hour_of_day,day_of_week,time_since_last_login,new_device_flag,location_frequency,distance_from_last_login,travel_speed,ip_change_count,if_anomaly_flag,if_anomaly_score,km_distance,km_anomaly_flag,combined_anomaly_flag,rule_impossible_travel,rule_new_device_night,rule_ip_change,rule_rare_location,rule_alert
16,1,2024-01-25 21:00:00,63.114.71.52,UK,London,Safari,success,0,normal,21,3,32400.0,0,12,261.98280834296975,29.10920092699664,0.0,0,-0.1421717931582214,1.8994018109591528,0,0,0,0,0,0,0
17,1,2024-01-26 08:00:00,196.91.54.152,UK,London,Safari,success,0,normal,8,4,39600.0,0,13,0.0,0.0,1.0,0,-0.1560768075413783,1.562501996179729,0,0,0,0,0,0,0
18,1,2024-01-26 19:00:00,237.0.165.250,UK,London,Safari,success,0,normal,19,4,39600.0,0,14,0.0,0.0,2.0,0,-0.1610894797516911,1.7139917340862163,0,0,0,0,0,0,0
19,1,2024-01-26 20:00:00,63.114.71.52,UK,London,Safari,success,0,normal,20,4,3600.0,0,15,0.0,0.0,3.0,0,-0.1530939546044047,1.9006483208035845,0,0,0,0,0,0,0
20,1,2024-01-27 00:00:00,63.114.71.52,UK,London,Safari,success,0,normal,0,5,14400.0,0,16,0.0,0.0,3.0,0,-0.1457344773639679,2.2302155733815865,0,0,0,0,0,0,0
21,1,2024-01-27 09:00:00,63.114.71.52,UK,London,Safari,success,0,normal,9,5,32400.0,0,17,0.0,0.0,3.0,0,-0.1774153929053386,1.6100607745234687,0,0,0,0,0,0,0
22,1,2024-01-27 19:00:00,63.114.71.52,UK,London,Safari,success,0,normal,19,5,36000.0,0,18,0.0,0.0,2.0,0,-0.1786931775337992,1.4761281860093087,0,0,0,0,0,0,0
23,1,2024-01-28 00:00:00,63.114.71.52,UK,London,Safari,success,0,normal,0,6,18000.0,0,19,0.0,0.0,1.0,0,-0.1099240546524211,2.011296583583217,0,0,0,0,0,0,0
24,1,2024-01-28 04:00:00,63.114.71.52,UK,London,Safari,success,0,normal,4,6,14400.0,0,20,0.0,0.0,0.0,0,-0.1388196786293125,1.760131675349853,0,0,0,0,0,0,0
25,1,2024-01-28 06:00:00,63.114.71.52,UK,London,Safari,success,0,normal,6,6,7200.0,0,21,0.0,0.0,0.0,0,-0.1396284634703771,1.834762487974532,0,0,0,0,0,0,0
26,1,2024-01-28 10:00:00,148.242.124.242,UK,London,Safari,success,0,normal,10,6,14400.0,0,22,0.0,0.0,1.0,0,-0.1449093819164051,1.0343866545773106,0,0,0,0,0,0,0
27,1,2024-01-28 17:00:00,14.50.31.206,UK,Manchester,Safari,success,0,normal,17,6,25200.0,0,2,261.98280834296975,37.42611547756711,2.0,0,-0.1235885236172871,1.671221711133139,0,0,0,0,0,0,0
28,1,2024-01-29 05:00:00,63.114.71.52,UK,London,Safari,success,0,normal,5,0,43200.0,0,23,261.98280834296975,21.83190069524748,3.0,0,-0.1075796294049672,1.575529710267893,0,0,0,0,0,0,0
29,1,2024-01-29 12:00:00,63.114.71.52,UK,London,Chrome,success,0,normal,12,0,25200.0,0,24,0.0,0.0,3.0,0,-0.1650686576468534,1.386685220898351,0,0,0,0,0,0,0
30,1,2024-01-29 21:00:00,63.114.71.52,UK,London,Safari,success,0,normal,21,0,32400.0,0,25,0.0,0.0,3.0,0,-0.1425588216257434,1.908324462088992,0,0,0,0,0,0,0
31,1,2024-01-30 05:00:00,63.114.71.52,UK,London,Safari,success,0,normal,5,1,28800.0,0,26,0.0,0.0,2.0,0,-0.1906097024259734,1.2053679259328982,0,0,0,0,0,0,0
32,1,2024-01-30 12:00:00,255.249.79.97,UK,London,Safari,success,0,normal,12,1,25200.0,0,27,0.0,0.0,2.0,0,-0.196780473515041,1.07541816759499,0,0,0,0,0,0,0
33,1,2024-01-30 17:00:00,63.114.71.52,UK,London,Edge,success,0,normal,17,1,18000.0,1,28,0.0,0.0,2.0,0,-0.0485203677644877,2.294943053307528,0,0,0,0,0,0,0
34,1,2024-01-31 02:00:00,63.114.71.52,UK,London,Safari,success,0,normal,2,2,32400.0,0,29,0.0,0.0,2.0,0,-0.1872830478790176,1.5569890113305045,0,0,0,0,0,0,0
35,1,2024-01-31 13:00:00,63.114.71.52,UK,London,Safari,success,0,normal,13,2,39600.0,0,30,0.0,0.0,2.0,0,-0.1858605043061948,1.0557177480022917,0,0,0,0,0,0,0
36,1,2024-01-31 14:00:00,53.160.122.135,UK,London,Safari,success,0,normal,14,2,3600.0,0,31,0.0,0.0,3.0,0,-0.1619462670673015,1.3913574407278435,0,0,0,0,0,0,0
37,1,2024-01-31 21:00:00,3.234.51.37,UK,London,Safari,success,0,normal,21,2,25200.0,0,32,0.0,0.0,3.0,0,-0.1689273907480935,2.0517359413765663,0,0,0,0,0,0,0
38,1,2024-02-01 06:00:00,95.145.80.224,UK,London,Safari,success,0,normal,6,3,32400.0,0,33,0.0,0.0,3.0,0,-0.1718981741878426,1.636128687080314,0,0,0,0,0,0,0
39,1,2024-02-01 15:00:00,63.114.71.52,UK,London,Safari,success,0,normal,15,3,32400.0,0,34,0.0,0.0,4.0,0,-0.154902762185165,2.014460044810241,0,0,0,0,1,0,1
40,1,2024-02-02 00:00:00,63.114.71.52,UK,London,Safari,success,0,normal,0,4,32400.0,0,35,0.0,0.0,4.0,0,-0.1073393826431103,2.701641745119721,0,0,0,0,1,0,1
41,2,2024-01-04 11:00:00,24.216.141.22,Japan,Tokyo,Safari,success,0,normal,11,3,0.0,1,0,0.0,0.0,1.0,0,-0.0587092998046706,1.4232179907977391,0,0,0,0,0,1,1
42,2,2024-01-04 12:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,12,3,3600.0,0,1,0.0,0.0,2.0,0,-0.1608906080906471,1.7068027581846976,0,0,0,0,0,0,0
43,2,2024-01-05 00:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,0,4,43200.0,0,2,0.0,0.0,2.0,0,-0.1193221682125602,2.5071965059024293,0,0,0,0,0,0,0
44,2,2024-01-05 01:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,1,4,3600.0,0,3,0.0,0.0,2.0,0,-0.1403278939678135,2.2372739917837747,0,0,0,0,0,0,0
45,2,2024-01-05 02:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,2,4,3600.0,0,4,0.0,0.0,2.0,0,-0.1470504690582857,2.1075688250253863,0,0,0,0,0,0,0
46,2,2024-01-05 09:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,9,4,25200.0,0,5,0.0,0.0,1.0,0,-0.1746992910495837,1.2873912507491423,0,0,0,0,0,0,0
47,2,2024-01-05 12:00:00,73.107.175.104,Japan,Osaka,Safari,success,0,normal,12,4,10800.0,0,0,396.43564077937583,132.14521359312528,0.0,0,-0.0935209372284239,1.9293346564350269,0,0,0,0,0,1,1
48,2,2024-01-06 00:00:00,220.240.113.102,Japan,Tokyo,Safari,success,0,normal,0,5,43200.0,0,6,396.43564077937583,33.03630339828132,1.0,0,-0.0832155612820697,2.636177098188116,0,0,0,0,0,0,0
49,2,2024-01-06 08:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,8,5,28800.0,0,7,0.0,0.0,2.0,0,-0.1811227456150029,1.3757991211969496,0,0,0,0,0,0,0
50,2,2024-01-06 15:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,15,5,25200.0,0,8,0.0,0.0,2.0,0,-0.1862441076040303,1.0532716039018404,0,0,0,0,0,0,0
51,2,2024-01-06 22:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,22,5,25200.0,0,9,0.0,0.0,2.0,0,-0.1719177462328285,1.6075275280374193,0,0,0,0,0,0,0
52,2,2024-01-07 03:00:00,73.107.175.104,Germany,Munich,Safari,success,1,rare_location,3,6,18000.0,0,0,9369.787007810351,1873.9574015620703,2.0,1,0.0097687252197542,2.235374469818478,0,1,1,0,0,1,1
53,2,2024-01-07 10:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,10,6,25200.0,0,10,9369.787007810351,1338.5410011157644,1.0,0,-0.0145586285353225,1.8696451159011729,0,0,1,0,0,0,1
54,2,2024-01-07 22:00:00,189.100.186.220,Japan,Tokyo,Safari,success,0,normal,22,6,43200.0,0,11,0.0,0.0,1.0,0,-0.0932420357651868,2.1904633180098254,0,0,0,0,0,0,0
55,2,2024-01-08 00:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,0,0,7200.0,0,12,0.0,0.0,2.0,0,-0.1338800107394749,1.867439989310555,0,0,0,0,0,0,0
56,2,2024-01-08 05:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,5,0,18000.0,0,13,0.0,0.0,2.0,0,-0.1725135558922289,1.466319545290288,0,0,0,0,0,0,0
57,2,2024-01-08 09:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,9,0,14400.0,0,14,0.0,0.0,2.0,0,-0.1741956382122899,1.1509764085604977,0,0,0,0,0,0,0
58,2,2024-01-08 14:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,14,0,18000.0,0,15,0.0,0.0,2.0,0,-0.1733044687141787,1.3508747641895358,0,0,0,0,0,0,0
59,2,2024-01-09 00:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,0,1,36000.0,0,16,0.0,0.0,1.0,0,-0.156138321801788,1.835066349433304,0,0,0,0,0,0,0
60,2,2024-01-09 12:00:00,73.107.175.104,Japan,Osaka,Safari,success,0,normal,12,1,43200.0,0,1,396.43564077937583,33.03630339828132,0.0,0,-0.0884144265427634,2.285323674438386,0,0,0,0,0,0,0
61,2,2024-01-09 17:00:00,73.107.175.104,France,Lyon,Safari,success,0,normal,17,1,18000.0,0,0,9790.705052462785,1958.1410104925567,0.0,0,-0.0041011348666708,1.8894122252067291,0,0,1,0,0,1,1
62,2,2024-01-10 01:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,1,2,28800.0,0,17,9890.63878090525,1236.3298476131563,0.0,0,-0.0067446231613914,2.421940231293554,0,0,1,0,0,0,1
63,2,2024-01-10 05:00:00,200.217.112.90,Japan,Tokyo,Safari,success,0,normal,5,2,14400.0,0,18,0.0,0.0,1.0,0,-0.1819623989659193,1.4605374073196595,0,0,0,0,0,0,0
64,2,2024-01-10 17:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,17,2,43200.0,0,19,0.0,0.0,2.0,0,-0.1768978789533241,1.093109259848886,0,0,0,0,0,0,0
65,2,2024-01-11 01:00:00,157.218.228.81,Japan,Tokyo,Safari,success,0,normal,1,3,28800.0,0,20,0.0,0.0,3.0,0,-0.1693990211071748,1.725150162826373,0,0,0,0,0,0,0
66,2,2024-01-11 13:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,13,3,43200.0,0,21,0.0,0.0,4.0,0,-0.1489281001186688,1.604658578304135,0,0,0,0,1,0,1
67,2,2024-01-11 22:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,22,3,32400.0,0,22,0.0,0.0,4.0,0,-0.149955008066951,2.170629636784176,0,0,0,0,1,0,1
68,2,2024-01-12 04:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,4,4,21600.0,0,23,0.0,0.0,3.0,0,-0.172715271423778,1.7509317789260674,0,0,0,0,0,0,0
69,2,2024-01-12 16:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,16,4,43200.0,0,24,0.0,0.0,2.0,0,-0.1728347668346723,1.5372878360553413,0,0,0,0,0,0,0
70,2,2024-01-12 23:00:00,73.107.175.104,Japan,Tokyo,Edge,success,0,normal,23,4,25200.0,1,25,0.0,0.0,1.0,0,-0.0296897653089628,2.6529967826867757,0,0,0,1,0,0,1
71,2,2024-01-13 05:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,5,5,21600.0,0,26,0.0,0.0,0.0,0,-0.1671471999102621,1.6048614402334,0,0,0,0,0,0,0
72,2,2024-01-13 17:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,17,5,43200.0,0,27,0.0,0.0,0.0,0,-0.1359234829611995,2.037186871483884,0,0,0,0,0,0,0
73,2,2024-01-13 18:00:00,236.65.13.201,Japan,Tokyo,Safari,success,0,normal,18,5,3600.0,0,28,0.0,0.0,1.0,0,-0.1425143686839962,1.809633326858312,0,0,0,0,0,0,0
74,2,2024-01-14 04:00:00,73.107.175.104,Japan,Osaka,Safari,success,0,normal,4,6,36000.0,0,2,396.43564077937583,39.64356407793758,2.0,0,-0.0905525426508166,2.2781614234789163,0,0,0,0,0,0,0
75,2,2024-01-14 11:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,11,6,25200.0,0,29,396.43564077937583,56.63366296848226,2.0,0,-0.1055248604910396,1.382232974008612,0,0,0,0,0,0,0
76,2,2024-01-14 18:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,18,6,25200.0,0,30,0.0,0.0,2.0,0,-0.1465840751839634,1.5830094859191648,0,0,0,0,0,0,0
77,2,2024-01-14 20:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,20,6,7200.0,0,31,0.0,0.0,2.0,0,-0.1274581594280056,2.087801393990776,0,0,0,0,0,0,0
78,2,2024-01-14 21:00:00,120.131.188.85,Japan,Tokyo,Safari,success,0,normal,21,6,3600.0,0,32,0.0,0.0,2.0,0,-0.1049246502230301,2.3538242125803586,0,0,0,0,0,0,0
79,2,2024-01-15 07:00:00,28.13.159.192,Japan,Tokyo,Safari,success,0,normal,7,0,36000.0,0,33,0.0,0.0,2.0,0,-0.1613380533807509,1.6193784291679576,0,0,0,0,0,0,0
80,2,2024-01-15 14:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,14,0,25200.0,0,34,0.0,0.0,3.0,0,-0.148017568885576,1.8837930118817408,0,0,0,0,0,0,0
81,3,2024-01-23 09:00:00,163.235.78.222,Germany,Munich,Chrome,success,0,normal,9,1,0.0,1,0,0.0,0.0,1.0,0,-0.0589161313227694,1.7435577282031307,0,0,0,0,0,1,1
82,3,2024-01-23 12:00:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,12,1,10800.0,0,0,504.4153314003779,168.13844380012597,2.0,0,-0.1143931387294753,1.6729936999564592,0,0,0,0,0,1,1
83,3,2024-01-23 20:00:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,20,1,28800.0,0,1,0.0,0.0,2.0,0,-0.1564993423928724,2.1226146184927326,0,0,0,0,0,0,0
84,3,2024-01-23 22:00:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,22,1,7200.0,0,2,0.0,0.0,2.0,0,-0.1407743167298859,2.273906647649184,0,0,0,0,0,0,0
85,3,2024-01-24 04:02:00,125.108.181.132,Germany,Berlin,Chrome,success,1,rapid_ip_switching,4,2,21720.0,0,3,0.0,0.0,3.0,0,-0.165817165883174,1.765376490128415,0,0,0,0,0,0,0
86,3,2024-01-24 04:05:00,72.141.5.97,Germany,Berlin,Chrome,success,1,rapid_ip_switching,4,2,180.0,0,4,0.0,0.0,3.0,0,-0.1303405752222081,1.63058694362704,0,0,0,0,0,0,0
87,3,2024-01-24 04:06:00,62.208.250.123,Germany,Berlin,Chrome,success,1,rapid_ip_switching,4,2,60.0,0,5,0.0,0.0,3.0,0,-0.1380773352766183,1.5755009457268094,0,0,0,0,0,0,0
88,3,2024-01-24 04:06:00,177.243.251.229,Germany,Berlin,Chrome,success,1,rapid_ip_switching,4,2,0.0,0,6,0.0,0.0,4.0,0,-0.1274743296640482,1.7467460863727151,0,0,0,0,1,0,1
89,3,2024-01-24 05:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,5,2,3600.0,0,7,0.0,0.0,5.0,0,-0.1054203530712863,2.0106770666588965,0,0,0,0,1,0,1
90,3,2024-01-24 13:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,13,2,28800.0,0,8,0.0,0.0,4.0,0,-0.1635165640658146,1.6988332833786568,0,0,0,0,1,0,1
91,3,2024-01-24 21:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,21,2,28800.0,0,9,0.0,0.0,3.0,0,-0.1714211595206442,1.854429799227165,0,0,0,0,0,0,0
92,3,2024-01-25 06:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,6,3,32400.0,0,10,0.0,0.0,2.0,0,-0.1955849253567644,1.2297333207610672,0,0,0,0,0,0,0
93,3,2024-01-25 16:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,16,3,36000.0,0,11,0.0,0.0,1.0,0,-0.1787321857412315,1.4191473935401202,0,0,0,0,0,0,0
94,3,2024-01-25 20:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,20,3,14400.0,0,12,0.0,0.0,0.0,0,-0.1696619373488734,1.7394784565070465,0,0,0,0,0,0,0
95,3,2024-01-25 21:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,21,3,3600.0,0,13,0.0,0.0,0.0,0,-0.1378018369148261,2.1950935932679174,0,0,0,0,0,0,0
96,3,2024-01-25 22:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,22,3,3600.0,0,14,0.0,0.0,0.0,0,-0.1358656156649858,2.262556944802592,0,0,0,0,0,0,0
97,3,2024-01-26 06:06:00,89.219.189.35,Germany,Munich,Chrome,success,0,normal,6,4,28800.0,0,1,504.4153314003779,63.05191642504724,0.0,0,-0.1065014598930696,2.009392472333773,0,0,0,0,0,0,0
98,3,2024-01-26 09:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,9,4,10800.0,0,15,504.4153314003779,168.13844380012597,0.0,0,-0.1132000802453945,1.3944068212593683,0,0,0,0,0,0,0
99,3,2024-01-26 16:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,16,4,25200.0,0,16,0.0,0.0,0.0,0,-0.1799308609680833,1.0300774939267254,0,0,0,0,0,0,0
100,3,2024-01-27 00:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,0,5,28800.0,0,17,0.0,0.0,0.0,0,-0.1456383372379512,2.10911615488876,0,0,0,0,0,0,0
101,3,2024-01-27 12:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,12,5,43200.0,0,18,0.0,0.0,0.0,0,-0.1514199716279702,1.7704235348188837,0,0,0,0,0,0,0
102,3,2024-01-27 16:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,16,5,14400.0,0,19,0.0,0.0,0.0,0,-0.1684578902530942,1.0883402863305969,0,0,0,0,0,0,0
103,3,2024-01-27 17:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,17,5,3600.0,0,20,0.0,0.0,0.0,0,-0.1450388538214012,1.7066596880393952,0,0,0,0,0,0,0
104,3,2024-01-27 22:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,22,5,18000.0,0,21,0.0,0.0,0.0,0,-0.1517455246866536,1.5921874690094715,0,0,0,0,0,0,0
105,3,2024-01-28 07:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,7,6,32400.0,0,22,0.0,0.0,0.0,0,-0.1412203281151023,1.5915920540297537,0,0,0,0,0,0,0
106,3,2024-01-28 12:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,12,6,18000.0,0,23,0.0,0.0,0.0,0,-0.1446254339352716,1.173802078022806,0,0,0,0,0,0,0
107,3,2024-01-28 17:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,17,6,18000.0,0,24,0.0,0.0,0.0,0,-0.139809106081672,1.3338574688367195,0,0,0,0,0,0,0
108,3,2024-01-28 18:06:00,215.10.137.20,Germany,Berlin,Firefox,success,0,normal,18,6,3600.0,1,25,0.0,0.0,1.0,0,-0.019764579948644,2.6083369195736967,0,0,0,0,0,0,0
109,3,2024-01-28 21:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,21,6,10800.0,0,26,0.0,0.0,2.0,0,-0.1439757976197455,1.822552422522279,0,0,0,0,0,0,0
110,3,2024-01-29 08:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,8,0,39600.0,0,27,0.0,0.0,2.0,0,-0.1668986607487562,1.2829053233803511,0,0,0,0,0,0,0
111,3,2024-01-29 10:06:00,209.18.232.45,Germany,Berlin,Chrome,success,0,normal,10,0,7200.0,0,28,0.0,0.0,3.0,0,-0.1480077370369385,1.3168529764630634,0,0,0,0,0,0,0
112,3,2024-01-29 16:06:00,1.236.211.27,Germany,Berlin,Chrome,success,0,normal,16,0,21600.0,0,29,0.0,0.0,4.0,0,-0.1444354796064798,2.0191154811415517,0,0,0,0,1,0,1
113,3,2024-01-29 20:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,20,0,14400.0,0,30,0.0,0.0,4.0,0,-0.12091303575961,2.2210805035085426,0,0,0,0,1,0,1
114,3,2024-01-30 01:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,1,1,18000.0,0,31,0.0,0.0,3.0,0,-0.1444514797451487,1.909425887900242,0,0,0,0,0,0,0
115,3,2024-01-30 12:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,12,1,39600.0,0,32,0.0,0.0,3.0,0,-0.1658507021267284,1.3870433193525848,0,0,0,0,0,0,0
116,3,2024-01-30 14:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,14,1,7200.0,0,33,0.0,0.0,2.0,0,-0.1708294808156491,1.6031622770207563,0,0,0,0,0,0,0
117,3,2024-01-30 17:06:00,251.241.124.233,Germany,Berlin,Chrome,success,0,normal,17,1,10800.0,0,34,0.0,0.0,2.0,0,-0.162216529720859,1.8571262246900015,0,0,0,0,0,0,0
118,3,2024-01-31 02:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,2,2,32400.0,0,35,0.0,0.0,2.0,0,-0.1634765543548441,1.8866125503508764,0,0,0,0,0,0,0
119,3,2024-01-31 04:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,4,2,7200.0,0,36,0.0,0.0,2.0,0,-0.1540601937339517,1.9051689773370684,0,0,0,0,0,0,0
120,3,2024-01-31 05:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,5,2,3600.0,0,37,0.0,0.0,2.0,0,-0.1384330264803217,1.9628787313814895,0,0,0,0,0,0,0
121,3,2024-01-31 08:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,8,2,10800.0,0,38,0.0,0.0,2.0,0,-0.1570076073805865,1.8667707661047497,0,0,0,0,0,0,0
122,3,2024-01-31 14:06:00,106.22.162.242,Germany,Berlin,Chrome,success,0,normal,14,2,21600.0,0,39,0.0,0.0,2.0,0,-0.1677241876340489,2.013152231430837,0,0,0,0,0,0,0
123,3,2024-02-01 02:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,2,3,43200.0,0,40,0.0,0.0,2.0,0,-0.1138058246769882,2.3742409604319543,0,0,0,0,0,0,0
124,4,2024-01-05 02:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,2,4,0.0,1,0,0.0,0.0,1.0,0,-0.0398811504357506,1.8073286672130096,0,0,0,1,0,1,1
125,4,2024-01-05 05:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,5,4,10800.0,0,1,0.0,0.0,1.0,0,-0.1511160460808788,2.0338668817843155,0,0,0,0,0,0,0
126,4,2024-01-05 07:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,7,4,7200.0,0,2,0.0,0.0,1.0,0,-0.1587833870340585,1.958520789914923,0,0,0,0,0,0,0
127,4,2024-01-05 19:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,19,4,43200.0,0,3,0.0,0.0,1.0,0,-0.1336544498788914,2.2024039241932023,0,0,0,0,0,0,0
128,4,2024-01-06 06:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,6,5,39600.0,0,4,0.0,0.0,1.0,0,-0.1302428450636659,2.002890633934156,0,0,0,0,0,0,0
129,4,2024-01-06 17:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,17,5,39600.0,0,5,0.0,0.0,0.0,0,-0.1370445227201993,1.937650821498208,0,0,0,0,0,0,0
