event_id,user_id,timestamp,ip_address,country,city,device_id,login_result,is_anomaly,anomaly_type
67,2,2024-01-11 22:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal
68,2,2024-01-12 04:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal
69,2,2024-01-12 16:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal
70,2,2024-01-12 23:00:00,73.107.175.104,Japan,Tokyo,Edge,success,0,normal
71,2,2024-01-13 05:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal
72,2,2024-01-13 17:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal
73,2,2024-01-13 18:00:00,236.65.13.201,Japan,Tokyo,Safari,success,0,normal
74,2,2024-01-14 04:00:00,73.107.175.104,Japan,Osaka,Safari,success,0,normal
75,2,2024-01-14 11:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal
76,2,2024-01-14 18:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal
77,2,2024-01-14 20:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal
78,2,2024-01-14 21:00:00,120.131.188.85,Japan,Tokyo,Safari,success,0,normal
79,2,2024-01-15 07:00:00,28.13.159.192,Japan,Tokyo,Safari,success,0,normal
80,2,2024-01-15 14:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal
81,3,2024-01-23 09:00:00,163.235.78.222,Germany,Munich,Chrome,success,0,normal
82,3,2024-01-23 12:00:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
83,3,2024-01-23 20:00:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
84,3,2024-01-23 22:00:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
85,3,2024-01-24 04:02:00,125.108.181.132,Germany,Berlin,Chrome,success,1,rapid_ip_switching
86,3,2024-01-24 04:05:00,72.141.5.97,Germany,Berlin,Chrome,success,1,rapid_ip_switching
87,3,2024-01-24 04:06:00,62.208.250.123,Germany,Berlin,Chrome,success,1,rapid_ip_switching
88,3,2024-01-24 04:06:00,177.243.251.229,Germany,Berlin,Chrome,success,1,rapid_ip_switching
89,3,2024-01-24 05:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
90,3,2024-01-24 13:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
91,3,2024-01-24 21:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
92,3,2024-01-25 06:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
93,3,2024-01-25 16:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
94,3,2024-01-25 20:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
95,3,2024-01-25 21:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
96,3,2024-01-25 22:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
97,3,2024-01-26 06:06:00,89.219.189.35,Germany,Munich,Chrome,success,0,normal
98,3,2024-01-26 09:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
99,3,2024-01-26 16:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
100,3,2024-01-27 00:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
101,3,2024-01-27 12:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
102,3,2024-01-27 16:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
103,3,2024-01-27 17:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
104,3,2024-01-27 22:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
105,3,2024-01-28 07:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
106,3,2024-01-28 12:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
107,3,2024-01-28 17:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
108,3,2024-01-28 18:06:00,215.10.137.20,Germany,Berlin,Firefox,success,0,normal
109,3,2024-01-28 21:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
110,3,2024-01-29 08:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
111,3,2024-01-29 10:06:00,209.18.232.45,Germany,Berlin,Chrome,success,0,normal
112,3,2024-01-29 16:06:00,1.236.211.27,Germany,Berlin,Chrome,success,0,normal
113,3,2024-01-29 20:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
114,3,2024-01-30 01:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
115,3,2024-01-30 12:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
116,3,2024-01-30 14:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
117,3,2024-01-30 17:06:00,251.241.124.233,Germany,Berlin,Chrome,success,0,normal
118,3,2024-01-31 02:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
119,3,2024-01-31 04:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
120,3,2024-01-31 05:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
121,3,2024-01-31 08:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
122,3,2024-01-31 14:06:00,106.22.162.242,Germany,Berlin,Chrome,success,0,normal
123,3,2024-02-01 02:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal
124,4,2024-01-05 02:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
125,4,2024-01-05 05:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
126,4,2024-01-05 07:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
127,4,2024-01-05 19:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
128,4,2024-01-06 06:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
129,4,2024-01-06 17:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
130,4,2024-01-06 23:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
131,4,2024-01-07 09:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
132,4,2024-01-07 20:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
133,4,2024-01-08 01:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
134,4,2024-01-08 03:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
135,4,2024-01-08 08:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
136,4,2024-01-08 15:00:00,169.202.140.4,USA,New York,Firefox,success,0,normal
137,4,2024-01-09 01:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
138,4,2024-01-09 06:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
139,4,2024-01-09 11:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
140,4,2024-01-09 22:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
141,4,2024-01-10 00:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
142,4,2024-01-10 06:00:00,124.151.173.58,USA,New York,Firefox,success,0,normal
143,4,2024-01-10 14:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
144,4,2024-01-10 21:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
145,4,2024-01-11 06:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
146,4,2024-01-11 17:00:00,57.32.237.154,USA,New York,Safari,success,0,normal
147,4,2024-01-12 04:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
148,4,2024-01-12 06:00:00,179.214.79.212,USA,New York,Firefox,success,0,normal
149,4,2024-01-12 17:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
150,4,2024-01-12 23:00:00,95.183.31.203,USA,New York,Firefox,success,0,normal
151,4,2024-01-13 04:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
152,4,2024-01-13 15:00:00,202.105.35.106,USA,New York,Firefox,success,0,normal
153,4,2024-01-14 01:00:00,1.141.74.66,USA,New York,Firefox,success,0,normal
154,4,2024-01-14 10:00:00,129.169.51.225,USA,New York,Chrome,success,0,normal
155,4,2024-01-14 14:00:00,129.169.51.225,USA,Chicago,Firefox,success,0,normal
156,4,2024-01-15 02:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
157,4,2024-01-15 06:00:00,129.169.51.225,USA,Chicago,Firefox,success,0,normal
158,4,2024-01-15 14:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
159,4,2024-01-15 16:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
160,4,2024-01-16 04:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
161,4,2024-01-16 06:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
162,4,2024-01-16 10:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
163,4,2024-01-16 22:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal
164,5,2024-01-30 02:00:00,213.43.47.221,USA,New York,Safari,success,0,normal
165,5,2024-01-30 09:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
166,5,2024-01-30 14:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
167,5,2024-01-30 18:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
168,5,2024-01-30 22:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
169,5,2024-01-31 09:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
170,5,2024-01-31 14:00:00,213.43.47.221,USA,New York,Firefox,success,0,normal
171,5,2024-01-31 21:00:00,213.43.47.221,USA,New York,Firefox,success,0,normal
172,5,2024-02-01 05:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
173,5,2024-02-01 07:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
174,5,2024-02-01 18:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
175,5,2024-02-02 00:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
176,5,2024-02-02 01:00:00,197.70.130.148,USA,New York,Chrome,success,0,normal
177,5,2024-02-02 07:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
178,5,2024-02-02 11:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
179,5,2024-02-02 19:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
180,5,2024-02-03 02:00:00,118.185.45.223,USA,New York,Chrome,success,0,normal
181,5,2024-02-03 04:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
182,5,2024-02-03 10:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
183,5,2024-02-03 14:00:00,61.52.74.131,USA,New York,Chrome,success,0,normal
184,5,2024-02-03 18:00:00,213.43.47.221,USA,New York,Edge,success,0,normal
185,5,2024-02-04 04:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
186,5,2024-02-04 14:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
187,5,2024-02-05 01:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal
188,5,2024-02-05 09:03:00,20.46.196.236,USA,New York,Chrome,success,1,rapid_ip_switching
189,5,2024-02-05 09:08:00,142.21.230.96,USA,New York,Chrome,success,1,rapid_ip_switching
190,5,2024-02-05 09:11:00,155.243.77.31,USA,New York,Chrome,success,1,rapid_ip_switching
191,5,2024-02-05 09:11:00,116.52.175.43,USA,New York,Chrome,success,1,rapid_ip_switching
192,5,2024-02-05 18:11:00,213.43.47.221,USA,Chicago,Chrome,success,0,normal
193,5,2024-02-06 00:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
194,5,2024-02-06 11:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
195,5,2024-02-06 22:11:00,80.200.66.43,USA,New York,Firefox,success,0,normal
196,5,2024-02-07 03:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
197,5,2024-02-07 15:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
198,5,2024-02-07 16:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
199,5,2024-02-07 20:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
200,5,2024-02-08 05:11:00,213.43.47.221,Germany,Berlin,Chrome,success,0,normal
201,5,2024-02-08 08:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
202,5,2024-02-08 15:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
203,5,2024-02-08 23:11:00,50.188.225.236,USA,New York,Chrome,success,0,normal
204,5,2024-02-09 04:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
205,5,2024-02-09 14:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal
206,5,2024-02-09 16:11:00,213.43.47.221,USA,New York,Firefox,success,0,normal
207,6,2024-01-29 01:00:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
208,6,2024-01-29 05:19:00,24.113.230.178,USA,New York,Edge,success,1,impossible_travel
209,6,2024-01-29 10:19:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
210,6,2024-01-29 20:40:00,24.113.230.178,UK,Manchester,Edge,success,1,impossible_travel
211,6,2024-01-30 05:40:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
212,6,2024-01-30 07:40:00,24.113.230.178,USA,New York,Edge,success,1,rare_location
213,6,2024-01-30 09:40:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
214,6,2024-01-30 21:40:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
215,6,2024-01-31 08:40:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
216,6,2024-01-31 17:40:00,65.8.182.34,Japan,Tokyo,Edge,success,0,normal
217,6,2024-01-31 23:40:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
218,6,2024-02-01 02:42:00,213.237.245.93,Japan,Tokyo,Edge,success,1,rapid_ip_switching
219,6,2024-02-01 02:44:00,17.234.18.150,Japan,Tokyo,Edge,success,1,rapid_ip_switching
220,6,2024-02-01 02:46:00,12.102.21.161,Japan,Tokyo,Edge,success,1,rapid_ip_switching
221,6,2024-02-01 02:46:00,239.158.203.242,Japan,Tokyo,Edge,success,1,rapid_ip_switching
222,6,2024-02-01 03:46:00,24.113.230.178,Japan,Tokyo,Firefox,success,1,new_device_night
223,6,2024-02-01 04:46:00,191.225.197.173,Japan,Tokyo,Edge,success,0,normal
224,6,2024-02-01 07:46:00,187.217.40.220,Japan,Tokyo,Edge,success,0,normal
225,6,2024-02-01 17:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
226,6,2024-02-01 22:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
227,6,2024-02-01 23:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
228,6,2024-02-02 00:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
229,6,2024-02-02 01:46:00,24.113.230.178,Japan,Tokyo,Chrome,success,0,normal
230,6,2024-02-02 12:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
231,6,2024-02-02 18:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
232,6,2024-02-03 05:46:00,31.134.133.228,France,Lyon,Edge,success,0,normal
233,6,2024-02-03 09:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
234,6,2024-02-03 11:46:00,24.113.230.178,Japan,Tokyo,Safari,success,0,normal
235,6,2024-02-03 23:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
236,6,2024-02-04 11:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
237,6,2024-02-04 14:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
238,6,2024-02-04 23:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
239,6,2024-02-05 07:46:00,24.113.230.178,Japan,Tokyo,Safari,success,0,normal
240,6,2024-02-05 15:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
241,6,2024-02-06 01:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
242,6,2024-02-06 03:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
243,6,2024-02-06 12:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
244,6,2024-02-06 15:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
245,6,2024-02-07 01:46:00,145.21.14.41,Japan,Tokyo,Edge,success,0,normal
246,6,2024-02-07 02:46:00,24.113.230.178,Japan,Tokyo,Edge,success,0,normal
247,6,2024-02-07 12:46:00,124.125.207.152,Japan,Tokyo,Edge,success,0,normal
248,6,2024-02-07 20:46:00,24.113.230.178,Japan,Osaka,Edge,success,0,normal
249,6,2024-02-07 23:46:00,34.189.54.163,Japan,Tokyo,Edge,success,0,normal
250,7,2024-01-08 01:00:00,41.167.160.97,USA,New York,Safari,success,0,normal
251,7,2024-01-08 04:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
252,7,2024-01-08 11:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
253,7,2024-01-08 19:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
254,7,2024-01-08 21:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
255,7,2024-01-09 04:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
256,7,2024-01-09 12:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
257,7,2024-01-09 14:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
258,7,2024-01-09 18:00:00,133.233.76.71,UK,London,Safari,success,0,normal
259,7,2024-01-10 00:00:00,152.172.250.153,USA,New York,Safari,success,0,normal
260,7,2024-01-10 08:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
261,7,2024-01-10 20:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
262,7,2024-01-11 06:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
263,7,2024-01-11 16:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
264,7,2024-01-12 04:00:00,116.126.72.49,USA,Chicago,Safari,success,0,normal
265,7,2024-01-12 13:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
266,7,2024-01-12 16:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
267,7,2024-01-12 19:00:00,175.135.247.98,USA,New York,Safari,success,0,normal
268,7,2024-01-12 23:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
269,7,2024-01-13 11:00:00,204.140.147.62,USA,New York,Safari,success,0,normal
270,7,2024-01-13 21:00:00,206.74.148.21,USA,New York,Safari,success,0,normal
271,7,2024-01-14 02:00:00,116.126.72.49,USA,Chicago,Safari,success,0,normal
272,7,2024-01-14 11:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
273,7,2024-01-14 15:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
274,7,2024-01-14 22:00:00,251.80.208.243,USA,New York,Safari,success,0,normal
275,7,2024-01-15 06:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
276,7,2024-01-15 08:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
277,7,2024-01-15 11:00:00,116.126.72.49,USA,New York,Edge,success,0,normal
278,7,2024-01-15 14:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
279,7,2024-01-16 00:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
280,7,2024-01-16 09:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
281,7,2024-01-16 11:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
282,7,2024-01-16 17:00:00,230.207.218.167,USA,New York,Safari,success,0,normal
283,7,2024-01-16 19:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
284,7,2024-01-17 02:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
285,7,2024-01-17 03:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
286,7,2024-01-17 06:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
287,7,2024-01-17 08:00:00,123.78.232.191,USA,New York,Safari,success,0,normal
288,7,2024-01-17 15:00:00,196.126.41.228,USA,New York,Safari,success,0,normal
289,7,2024-01-18 00:00:00,116.126.72.49,USA,New York,Safari,success,0,normal
290,8,2024-01-19 12:00:00,84.226.59.105,Japan,Osaka,Firefox,success,0,normal
291,8,2024-01-19 20:00:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
292,8,2024-01-20 01:00:00,84.226.59.105,Japan,Tokyo,Safari,success,0,normal
293,8,2024-01-20 10:00:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
294,8,2024-01-20 17:00:00,96.195.229.193,Japan,Tokyo,Firefox,success,0,normal
295,8,2024-01-21 00:00:00,31.91.201.65,Japan,Tokyo,Firefox,success,0,normal
296,8,2024-01-21 12:00:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
297,8,2024-01-22 00:00:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
298,8,2024-01-22 05:00:00,84.226.59.105,Japan,Tokyo,Edge,success,0,normal
299,8,2024-01-22 06:00:00,63.22.205.224,Japan,Tokyo,Firefox,success,0,normal
300,8,2024-01-22 10:00:00,60.163.164.121,Japan,Tokyo,Firefox,success,0,normal
301,8,2024-01-22 15:00:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
302,8,2024-01-23 00:00:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
303,8,2024-01-23 08:04:00,202.163.213.209,Japan,Tokyo,Firefox,success,1,rapid_ip_switching
304,8,2024-01-23 08:06:00,77.192.94.242,Japan,Tokyo,Firefox,success,1,rapid_ip_switching
305,8,2024-01-23 08:08:00,218.115.153.73,Japan,Tokyo,Firefox,success,1,rapid_ip_switching
306,8,2024-01-23 08:08:00,207.237.29.211,Japan,Tokyo,Firefox,success,1,rapid_ip_switching
307,8,2024-01-23 15:08:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
308,8,2024-01-23 23:08:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
309,8,2024-01-24 00:08:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
310,8,2024-01-24 08:08:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
311,8,2024-01-24 12:08:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
312,8,2024-01-24 22:08:00,84.226.59.105,Japan,Tokyo,Firefox,success,0,normal
