event_id,user_id,timestamp,ip_address,country,city,device_id,login_result,is_anomaly,anomaly_type,hour_of_day,day_of_week,time_since_last_login,new_device_flag,location_frequency,distance_from_last_login,travel_speed,ip_change_count
31,1,2024-01-30 05:00:00,63.114.71.52,UK,London,Safari,success,0,normal,5,1,28800.0,0,26,0.0,0.0,2.0
32,1,2024-01-30 12:00:00,255.249.79.97,UK,London,Safari,success,0,normal,12,1,25200.0,0,27,0.0,0.0,2.0
33,1,2024-01-30 17:00:00,63.114.71.52,UK,London,Edge,success,0,normal,17,1,18000.0,1,28,0.0,0.0,2.0
34,1,2024-01-31 02:00:00,63.114.71.52,UK,London,Safari,success,0,normal,2,2,32400.0,0,29,0.0,0.0,2.0
35,1,2024-01-31 13:00:00,63.114.71.52,UK,London,Safari,success,0,normal,13,2,39600.0,0,30,0.0,0.0,2.0
36,1,2024-01-31 14:00:00,53.160.122.135,UK,London,Safari,success,0,normal,14,2,3600.0,0,31,0.0,0.0,3.0
37,1,2024-01-31 21:00:00,3.234.51.37,UK,London,Safari,success,0,normal,21,2,25200.0,0,32,0.0,0.0,3.0
38,1,2024-02-01 06:00:00,95.145.80.224,UK,London,Safari,success,0,normal,6,3,32400.0,0,33,0.0,0.0,3.0
39,1,2024-02-01 15:00:00,63.114.71.52,UK,London,Safari,success,0,normal,15,3,32400.0,0,34,0.0,0.0,4.0
40,1,2024-02-02 00:00:00,63.114.71.52,UK,London,Safari,success,0,normal,0,4,32400.0,0,35,0.0,0.0,4.0
41,2,2024-01-04 11:00:00,24.216.141.22,Japan,Tokyo,Safari,success,0,normal,11,3,0.0,1,0,0.0,0.0,1.0
42,2,2024-01-04 12:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,12,3,3600.0,0,1,0.0,0.0,2.0
43,2,2024-01-05 00:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,0,4,43200.0,0,2,0.0,0.0,2.0
44,2,2024-01-05 01:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,1,4,3600.0,0,3,0.0,0.0,2.0
45,2,2024-01-05 02:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,2,4,3600.0,0,4,0.0,0.0,2.0
46,2,2024-01-05 09:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,9,4,25200.0,0,5,0.0,0.0,1.0
47,2,2024-01-05 12:00:00,73.107.175.104,Japan,Osaka,Safari,success,0,normal,12,4,10800.0,0,0,396.43564077937583,132.14521359312528,0.0
48,2,2024-01-06 00:00:00,220.240.113.102,Japan,Tokyo,Safari,success,0,normal,0,5,43200.0,0,6,396.43564077937583,33.03630339828132,1.0
49,2,2024-01-06 08:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,8,5,28800.0,0,7,0.0,0.0,2.0
50,2,2024-01-06 15:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,15,5,25200.0,0,8,0.0,0.0,2.0
51,2,2024-01-06 22:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,22,5,25200.0,0,9,0.0,0.0,2.0
52,2,2024-01-07 03:00:00,73.107.175.104,Germany,Munich,Safari,success,1,rare_location,3,6,18000.0,0,0,9369.787007810351,1873.9574015620703,2.0
53,2,2024-01-07 10:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,10,6,25200.0,0,10,9369.787007810351,1338.5410011157644,1.0
54,2,2024-01-07 22:00:00,189.100.186.220,Japan,Tokyo,Safari,success,0,normal,22,6,43200.0,0,11,0.0,0.0,1.0
55,2,2024-01-08 00:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,0,0,7200.0,0,12,0.0,0.0,2.0
56,2,2024-01-08 05:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,5,0,18000.0,0,13,0.0,0.0,2.0
57,2,2024-01-08 09:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,9,0,14400.0,0,14,0.0,0.0,2.0
58,2,2024-01-08 14:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,14,0,18000.0,0,15,0.0,0.0,2.0
59,2,2024-01-09 00:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,0,1,36000.0,0,16,0.0,0.0,1.0
60,2,2024-01-09 12:00:00,73.107.175.104,Japan,Osaka,Safari,success,0,normal,12,1,43200.0,0,1,396.43564077937583,33.03630339828132,0.0
61,2,2024-01-09 17:00:00,73.107.175.104,France,Lyon,Safari,success,0,normal,17,1,18000.0,0,0,9790.705052462783,1958.1410104925567,0.0
62,2,2024-01-10 01:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,1,2,28800.0,0,17,9890.63878090525,1236.3298476131563,0.0
63,2,2024-01-10 05:00:00,200.217.112.90,Japan,Tokyo,Safari,success,0,normal,5,2,14400.0,0,18,0.0,0.0,1.0
64,2,2024-01-10 17:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,17,2,43200.0,0,19,0.0,0.0,2.0
65,2,2024-01-11 01:00:00,157.218.228.81,Japan,Tokyo,Safari,success,0,normal,1,3,28800.0,0,20,0.0,0.0,3.0
66,2,2024-01-11 13:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,13,3,43200.0,0,21,0.0,0.0,4.0
67,2,2024-01-11 22:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,22,3,32400.0,0,22,0.0,0.0,4.0
68,2,2024-01-12 04:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,4,4,21600.0,0,23,0.0,0.0,3.0
69,2,2024-01-12 16:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,16,4,43200.0,0,24,0.0,0.0,2.0
70,2,2024-01-12 23:00:00,73.107.175.104,Japan,Tokyo,Edge,success,0,normal,23,4,25200.0,1,25,0.0,0.0,1.0
71,2,2024-01-13 05:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,5,5,21600.0,0,26,0.0,0.0,0.0
72,2,2024-01-13 17:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,17,5,43200.0,0,27,0.0,0.0,0.0
73,2,2024-01-13 18:00:00,236.65.13.201,Japan,Tokyo,Safari,success,0,normal,18,5,3600.0,0,28,0.0,0.0,1.0
74,2,2024-01-14 04:00:00,73.107.175.104,Japan,Osaka,Safari,success,0,normal,4,6,36000.0,0,2,396.43564077937583,39.64356407793758,2.0
75,2,2024-01-14 11:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,11,6,25200.0,0,29,396.43564077937583,56.63366296848226,2.0
76,2,2024-01-14 18:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,18,6,25200.0,0,30,0.0,0.0,2.0
77,2,2024-01-14 20:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,20,6,7200.0,0,31,0.0,0.0,2.0
78,2,2024-01-14 21:00:00,120.131.188.85,Japan,Tokyo,Safari,success,0,normal,21,6,3600.0,0,32,0.0,0.0,2.0
79,2,2024-01-15 07:00:00,28.13.159.192,Japan,Tokyo,Safari,success,0,normal,7,0,36000.0,0,33,0.0,0.0,2.0
80,2,2024-01-15 14:00:00,73.107.175.104,Japan,Tokyo,Safari,success,0,normal,14,0,25200.0,0,34,0.0,0.0,3.0
81,3,2024-01-23 09:00:00,163.235.78.222,Germany,Munich,Chrome,success,0,normal,9,1,0.0,1,0,0.0,0.0,1.0
82,3,2024-01-23 12:00:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,12,1,10800.0,0,0,504.4153314003779,168.13844380012597,2.0
83,3,2024-01-23 20:00:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,20,1,28800.0,0,1,0.0,0.0,2.0
84,3,2024-01-23 22:00:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,22,1,7200.0,0,2,0.0,0.0,2.0
85,3,2024-01-24 04:02:00,125.108.181.132,Germany,Berlin,Chrome,success,1,rapid_ip_switching,4,2,21720.0,0,3,0.0,0.0,3.0
86,3,2024-01-24 04:05:00,72.141.5.97,Germany,Berlin,Chrome,success,1,rapid_ip_switching,4,2,180.0,0,4,0.0,0.0,3.0
87,3,2024-01-24 04:06:00,62.208.250.123,Germany,Berlin,Chrome,success,1,rapid_ip_switching,4,2,60.0,0,5,0.0,0.0,3.0
88,3,2024-01-24 04:06:00,177.243.251.229,Germany,Berlin,Chrome,success,1,rapid_ip_switching,4,2,0.0,0,6,0.0,0.0,4.0
89,3,2024-01-24 05:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,5,2,3600.0,0,7,0.0,0.0,5.0
90,3,2024-01-24 13:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,13,2,28800.0,0,8,0.0,0.0,4.0
91,3,2024-01-24 21:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,21,2,28800.0,0,9,0.0,0.0,3.0
92,3,2024-01-25 06:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,6,3,32400.0,0,10,0.0,0.0,2.0
93,3,2024-01-25 16:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,16,3,36000.0,0,11,0.0,0.0,1.0
94,3,2024-01-25 20:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,20,3,14400.0,0,12,0.0,0.0,0.0
95,3,2024-01-25 21:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,21,3,3600.0,0,13,0.0,0.0,0.0
96,3,2024-01-25 22:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,22,3,3600.0,0,14,0.0,0.0,0.0
97,3,2024-01-26 06:06:00,89.219.189.35,Germany,Munich,Chrome,success,0,normal,6,4,28800.0,0,1,504.4153314003779,63.05191642504724,0.0
98,3,2024-01-26 09:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,9,4,10800.0,0,15,504.4153314003779,168.13844380012597,0.0
99,3,2024-01-26 16:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,16,4,25200.0,0,16,0.0,0.0,0.0
100,3,2024-01-27 00:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,0,5,28800.0,0,17,0.0,0.0,0.0
101,3,2024-01-27 12:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,12,5,43200.0,0,18,0.0,0.0,0.0
102,3,2024-01-27 16:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,16,5,14400.0,0,19,0.0,0.0,0.0
103,3,2024-01-27 17:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,17,5,3600.0,0,20,0.0,0.0,0.0
104,3,2024-01-27 22:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,22,5,18000.0,0,21,0.0,0.0,0.0
105,3,2024-01-28 07:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,7,6,32400.0,0,22,0.0,0.0,0.0
106,3,2024-01-28 12:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,12,6,18000.0,0,23,0.0,0.0,0.0
107,3,2024-01-28 17:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,17,6,18000.0,0,24,0.0,0.0,0.0
108,3,2024-01-28 18:06:00,215.10.137.20,Germany,Berlin,Firefox,success,0,normal,18,6,3600.0,1,25,0.0,0.0,1.0
109,3,2024-01-28 21:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,21,6,10800.0,0,26,0.0,0.0,2.0
110,3,2024-01-29 08:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,8,0,39600.0,0,27,0.0,0.0,2.0
111,3,2024-01-29 10:06:00,209.18.232.45,Germany,Berlin,Chrome,success,0,normal,10,0,7200.0,0,28,0.0,0.0,3.0
112,3,2024-01-29 16:06:00,1.236.211.27,Germany,Berlin,Chrome,success,0,normal,16,0,21600.0,0,29,0.0,0.0,4.0
113,3,2024-01-29 20:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,20,0,14400.0,0,30,0.0,0.0,4.0
114,3,2024-01-30 01:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,1,1,18000.0,0,31,0.0,0.0,3.0
115,3,2024-01-30 12:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,12,1,39600.0,0,32,0.0,0.0,3.0
116,3,2024-01-30 14:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,14,1,7200.0,0,33,0.0,0.0,2.0
117,3,2024-01-30 17:06:00,251.241.124.233,Germany,Berlin,Chrome,success,0,normal,17,1,10800.0,0,34,0.0,0.0,2.0
118,3,2024-01-31 02:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,2,2,32400.0,0,35,0.0,0.0,2.0
119,3,2024-01-31 04:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,4,2,7200.0,0,36,0.0,0.0,2.0
120,3,2024-01-31 05:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,5,2,3600.0,0,37,0.0,0.0,2.0
121,3,2024-01-31 08:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,8,2,10800.0,0,38,0.0,0.0,2.0
122,3,2024-01-31 14:06:00,106.22.162.242,Germany,Berlin,Chrome,success,0,normal,14,2,21600.0,0,39,0.0,0.0,2.0
123,3,2024-02-01 02:06:00,89.219.189.35,Germany,Berlin,Chrome,success,0,normal,2,3,43200.0,0,40,0.0,0.0,2.0
124,4,2024-01-05 02:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,2,4,0.0,1,0,0.0,0.0,1.0
125,4,2024-01-05 05:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,5,4,10800.0,0,1,0.0,0.0,1.0
126,4,2024-01-05 07:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,7,4,7200.0,0,2,0.0,0.0,1.0
127,4,2024-01-05 19:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,19,4,43200.0,0,3,0.0,0.0,1.0
128,4,2024-01-06 06:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,6,5,39600.0,0,4,0.0,0.0,1.0
129,4,2024-01-06 17:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,17,5,39600.0,0,5,0.0,0.0,0.0
130,4,2024-01-06 23:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,23,5,21600.0,0,6,0.0,0.0,0.0
131,4,2024-01-07 09:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,9,6,36000.0,0,7,0.0,0.0,0.0
132,4,2024-01-07 20:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,20,6,39600.0,0,8,0.0,0.0,0.0
133,4,2024-01-08 01:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,1,0,18000.0,0,9,0.0,0.0,0.0
134,4,2024-01-08 03:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,3,0,7200.0,0,10,0.0,0.0,0.0
135,4,2024-01-08 08:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,8,0,18000.0,0,11,0.0,0.0,0.0
136,4,2024-01-08 15:00:00,169.202.140.4,USA,New York,Firefox,success,0,normal,15,0,25200.0,0,12,0.0,0.0,1.0
137,4,2024-01-09 01:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,1,1,36000.0,0,13,0.0,0.0,2.0
138,4,2024-01-09 06:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,6,1,18000.0,0,14,0.0,0.0,2.0
139,4,2024-01-09 11:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,11,1,18000.0,0,15,0.0,0.0,2.0
140,4,2024-01-09 22:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,22,1,39600.0,0,16,0.0,0.0,2.0
141,4,2024-01-10 00:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,0,2,7200.0,0,17,0.0,0.0,1.0
142,4,2024-01-10 06:00:00,124.151.173.58,USA,New York,Firefox,success,0,normal,6,2,21600.0,0,18,0.0,0.0,1.0
143,4,2024-01-10 14:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,14,2,28800.0,0,19,0.0,0.0,2.0
144,4,2024-01-10 21:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,21,2,25200.0,0,20,0.0,0.0,2.0
145,4,2024-01-11 06:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,6,3,32400.0,0,21,0.0,0.0,2.0
146,4,2024-01-11 17:00:00,57.32.237.154,USA,New York,Safari,success,0,normal,17,3,39600.0,1,22,0.0,0.0,3.0
147,4,2024-01-12 04:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,4,4,39600.0,0,23,0.0,0.0,3.0
148,4,2024-01-12 06:00:00,179.214.79.212,USA,New York,Firefox,success,0,normal,6,4,7200.0,0,24,0.0,0.0,3.0
149,4,2024-01-12 17:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,17,4,39600.0,0,25,0.0,0.0,4.0
150,4,2024-01-12 23:00:00,95.183.31.203,USA,New York,Firefox,success,0,normal,23,4,21600.0,0,26,0.0,0.0,5.0
151,4,2024-01-13 04:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,4,5,18000.0,0,27,0.0,0.0,5.0
152,4,2024-01-13 15:00:00,202.105.35.106,USA,New York,Firefox,success,0,normal,15,5,39600.0,0,28,0.0,0.0,5.0
153,4,2024-01-14 01:00:00,1.141.74.66,USA,New York,Firefox,success,0,normal,1,6,36000.0,0,29,0.0,0.0,5.0
154,4,2024-01-14 10:00:00,129.169.51.225,USA,New York,Chrome,success,0,normal,10,6,32400.0,1,30,0.0,0.0,5.0
155,4,2024-01-14 14:00:00,129.169.51.225,USA,Chicago,Firefox,success,0,normal,14,6,14400.0,0,0,1144.2912739463475,286.07281848658687,4.0
156,4,2024-01-15 02:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,2,0,43200.0,0,31,1144.2912739463475,95.35760616219562,3.0
157,4,2024-01-15 06:00:00,129.169.51.225,USA,Chicago,Firefox,success,0,normal,6,0,14400.0,0,1,1144.2912739463475,286.07281848658687,2.0
158,4,2024-01-15 14:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,14,0,28800.0,0,32,1144.2912739463475,143.03640924329343,1.0
159,4,2024-01-15 16:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,16,0,7200.0,0,33,0.0,0.0,0.0
160,4,2024-01-16 04:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,4,1,43200.0,0,34,0.0,0.0,0.0
161,4,2024-01-16 06:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,6,1,7200.0,0,35,0.0,0.0,0.0
162,4,2024-01-16 10:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,10,1,14400.0,0,36,0.0,0.0,0.0
163,4,2024-01-16 22:00:00,129.169.51.225,USA,New York,Firefox,success,0,normal,22,1,43200.0,0,37,0.0,0.0,0.0
164,5,2024-01-30 02:00:00,213.43.47.221,USA,New York,Safari,success,0,normal,2,1,0.0,1,0,0.0,0.0,1.0
165,5,2024-01-30 09:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,9,1,25200.0,1,1,0.0,0.0,1.0
166,5,2024-01-30 14:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,14,1,18000.0,0,2,0.0,0.0,1.0
167,5,2024-01-30 18:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,18,1,14400.0,0,3,0.0,0.0,1.0
168,5,2024-01-30 22:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,22,1,14400.0,0,4,0.0,0.0,1.0
169,5,2024-01-31 09:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,9,2,39600.0,0,5,0.0,0.0,0.0
170,5,2024-01-31 14:00:00,213.43.47.221,USA,New York,Firefox,success,0,normal,14,2,18000.0,1,6,0.0,0.0,0.0
171,5,2024-01-31 21:00:00,213.43.47.221,USA,New York,Firefox,success,0,normal,21,2,25200.0,0,7,0.0,0.0,0.0
172,5,2024-02-01 05:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,5,3,28800.0,0,8,0.0,0.0,0.0
173,5,2024-02-01 07:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,7,3,7200.0,0,9,0.0,0.0,0.0
174,5,2024-02-01 18:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,18,3,39600.0,0,10,0.0,0.0,0.0
175,5,2024-02-02 00:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,0,4,21600.0,0,11,0.0,0.0,0.0
176,5,2024-02-02 01:00:00,197.70.130.148,USA,New York,Chrome,success,0,normal,1,4,3600.0,0,12,0.0,0.0,1.0
177,5,2024-02-02 07:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,7,4,21600.0,0,13,0.0,0.0,2.0
178,5,2024-02-02 11:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,11,4,14400.0,0,14,0.0,0.0,2.0
179,5,2024-02-02 19:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,19,4,28800.0,0,15,0.0,0.0,2.0
180,5,2024-02-03 02:00:00,118.185.45.223,USA,New York,Chrome,success,0,normal,2,5,25200.0,0,16,0.0,0.0,3.0
181,5,2024-02-03 04:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,4,5,7200.0,0,17,0.0,0.0,3.0
182,5,2024-02-03 10:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,10,5,21600.0,0,18,0.0,0.0,2.0
183,5,2024-02-03 14:00:00,61.52.74.131,USA,New York,Chrome,success,0,normal,14,5,14400.0,0,19,0.0,0.0,3.0
184,5,2024-02-03 18:00:00,213.43.47.221,USA,New York,Edge,success,0,normal,18,5,14400.0,1,20,0.0,0.0,4.0
185,5,2024-02-04 04:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,4,6,36000.0,0,21,0.0,0.0,3.0
186,5,2024-02-04 14:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,14,6,36000.0,0,22,0.0,0.0,2.0
187,5,2024-02-05 01:00:00,213.43.47.221,USA,New York,Chrome,success,0,normal,1,0,39600.0,0,23,0.0,0.0,2.0
188,5,2024-02-05 09:03:00,20.46.196.236,USA,New York,Chrome,success,1,rapid_ip_switching,9,0,28980.0,0,24,0.0,0.0,2.0
189,5,2024-02-05 09:08:00,142.21.230.96,USA,New York,Chrome,success,1,rapid_ip_switching,9,0,300.0,0,25,0.0,0.0,2.0
190,5,2024-02-05 09:11:00,155.243.77.31,USA,New York,Chrome,success,1,rapid_ip_switching,9,0,180.0,0,26,0.0,0.0,3.0
191,5,2024-02-05 09:11:00,116.52.175.43,USA,New York,Chrome,success,1,rapid_ip_switching,9,0,0.0,0,27,0.0,0.0,4.0
192,5,2024-02-05 18:11:00,213.43.47.221,USA,Chicago,Chrome,success,0,normal,18,0,32400.0,0,0,1144.2912739463475,127.14347488292749,5.0
193,5,2024-02-06 00:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal,0,1,21600.0,0,28,1144.2912739463475,190.71521232439125,4.0
194,5,2024-02-06 11:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal,11,1,39600.0,0,29,0.0,0.0,3.0
195,5,2024-02-06 22:11:00,80.200.66.43,USA,New York,Firefox,success,0,normal,22,1,39600.0,0,30,0.0,0.0,3.0
196,5,2024-02-07 03:11:00,213.43.47.221,USA,New York,Chrome,success,0,normal,3,2,18000.0,0,31,0.0,0.0,3.0
